,Sample ID,SampleType,DateTime Taken,Post Results,Public X,Public Y,Chloromethane (methyl chloride),Chloroethene (vinyl chloride),Bromomethane (methyl bromide),Chloroethane (ethyl chloride),Trichlorofluoromethane,Diethyl ether,"1,1-Dichloroethene",Acetone,Iodomethane,Carbon disulfide,3-Chloropropene (allyl chloride),Methylene chloride (DCM),"trans-1,2-Dichloroethene",Methyl tert-butyl ether (MTBE),"1,1-Dichloroethane","2,2-Dichloropropane","cis-1,2-Dichloroethene",2-Butanone (MEK),Methyl acrylate,Methacrylonitrile,Bromochloromethane,Tetrahydrofuran,Trichloromethane (chloroform),"1,1,1-Trichloroethane",1-Chlorobutane (butyl chloride),Carbon tetrachloride,"1,1-Dichloropropene",Benzene,"1,2-Dichloroethane",Trichloroethene,"1,2-Dichloropropane",Dibromomethane,Methyl methacrylate,Bromodichloromethane,2-Nitropropane,"cis-1,3-Dichloropropene",4-Methyl-2-pentanone (MIBK),Toluene,"trans-1,3-Dichloropropene",Ethyl methacrylate,"1,1,2-Trichloroethane",Tetrachloroethene,"1,3-Dichloropropane",2-Hexanone,Dibromochloromethane,"1,2-Dibromoethane (EDB)",Chlorobenzene,"1,1,1,2-Tetrachloroethane",Ethylbenzene,m/p-Xylene,o-Xylene,Styrene,Bromoform,Isopropylbenzene (cumene),Bromobenzene,"1,1,2,2-Tetrachloroethane","1,2,3-Trichloropropane (TCP)","trans-1,4-Dichloro-2-butene",n-Propylbenzene,2-Chlorotoluene,"1,3,5-Trimethylbenzene",4-Chlorotoluene,tert-Butylbenzene,Pentachloroethane,"1,2,4-Trimethylbenzene",1-Methylpropylbenzene (sec-butylbenzene),"1,3-Dichlorobenzene",4-Isopropyltoluene (p-cymene),"1,4-Dichlorobenzene",n-Butylbenzene,"1,2-Dichlorobenzene",Hexachloroethane,"1,2-Dibromo-3-chloropropane (DBCP)",Nitrobenzene,"1,2,4-Trichlorobenzene","Hexachloro-1,3-butadiene",Naphthalene,"1,2,3-Trichlorobenzene",City,Total Trihalomethanes
163,10-24-KDP-7,Tap Water,10/24/2023 14:34:59,,-156.31725564545113,20.75359823209621,,,,,,,,7.7057,,,,,,,,,,,,,,,2.6326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.6326
164,10-25-KDP-1,Tap Water,10/25/2023 12:26:21,,-156.30930128273567,20.75374677824593,,,,,,,,7.5162,,,,,,,,,,,,,,,2.3753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.3753
165,10-25-KDP-4,Tap Water,10/25/2023 13:32:23,,-156.31259767565606,20.777053473242944,,,,,,,,1.8573,,,,,,,,,,,,,,,1.4764,,,,,,,,,,,3.2668,,,,,,,,,,,11.0656,,,,,,,,15.9329,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,31.7417
166,10-25-KDP-6,Tap Water,10/25/2023 13:37:20,,-156.30956637288313,20.776149281227102,,,,,,,,3.6982,,,,,,,,,,,,,,5.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,0.0
167,10-27-23-JI-01,Tap Water,10/27/2023 13:32:35,,-156.681066385022,20.90183033047452,,,,,,,,3.2077,,,,,,,,,,,,,,,11.4679,,,,,,,,,,,8.7178,,,,,,,,,,,10.7832,,,,,,,,13.9934,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,44.9623
168,10-27-23-JI-02,Tap Water,10/27/2023 13:34:09,,-156.6812052465808,20.90181249968965,,,,,,,,4.529,,,,,,,,,,,,,,,12.4584,,,,,,,,,,,7.8563,,,,,,,,,,,9.183,,,,,,,,11.6125,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,41.1102
169,10-27-23-JI-03,Tap Water,10/27/2023 19:31:38,,-156.68365426062064,20.898399971029296,,,,,,,,20.7003,,,,,,,,,,,,,,,12.2489,,,,,,,,,,,9.1404,,,,,,,,,,,10.8157,,,,,,,,13.6483,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,45.8533
170,10-28-JES-02,Tap Water,10/28/2023 14:55:43,,-156.68107990437153,20.88290139380299,,,,,,,,3.2691,,,,,,,,,,,,,,,14.7845,,,,,,,,,,,10.4465,,,,,,,,,,,6.444,,,,,,,,1.3171,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,32.9921
171,10-28-JES-03,Tap Water,10/28/2023 15:27:17,,-156.6693101428177,20.88791730828,,,,,,,,4.086,,,,,,,,,,,,,,,4.7989,,,,,,,,,,,4.3906,,,,,,,,,,,3.1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,12.3676
172,10-28-JES-04,Tap Water,10/28/2023 15:54:03,,-156.66843190831716,20.889604597800226,,,,,,,,1.9697,,,,,,,,,,,,,,,6.3686,,,,,,,,,,,4.9493,,,,,,,,,,,3.4426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,14.7605
173,10-28-JES-05,Tap Water,10/28/2023 16:21:26,,-156.6651551118948,20.8848604914905,,,,,,,,4.65,,,,,,,,,,,,,,,7.1218,,,,,,,,,,,5.7559,,,,,,,,,,,3.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,16.631700000000002
174,10-28-JES-06,Tap Water,10/28/2023 16:56:31,,-156.66296613330212,20.887678201266404,,,,,,,,3.8897,,,,,,,,,,,,,,,5.0787,,,,,,,,,,,4.9328,,,,,,,,,,,3.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,13.538500000000003
175,10-28-JES-07,Tap Water,10/28/2023 17:21:14,,-156.68200826921228,20.900029122669658,,,,,,,,3.0989,,,,,,,,,,3.4471,,,,11.9182,13.3321,,,,,,,,,,,11.5968,,,,,,,,,,,16.122,,,,,,,,19.8299,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,60.880799999999994
176,10-28-JES-08,Tap Water,10/28/2023 17:38:09,,-156.6800939307074,20.898475897315485,,,,,,,,3.1387,,,,,,,,,,,,,,,11.1901,,,,,,,,,,,9.4369,,,,,,,,,,,12.721,,,,,,,,16.4524,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,49.800399999999996
177,11-6-KDP-1,Tap Water,11/6/2023 13:19:13,,-156.32390799375784,20.78819085071815,,,,,,,,7.3114,,,,,,,,,,,,,,,2.4272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.4272
178,11-6-KDP-2,Tap Water,11/6/2023 13:21:31,,-156.32343619946087,20.784711054640024,,,,,,,,8.2192,,,,,,,,,,,,,,,2.6238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.6238
179,11-6-KDP-4,Tap Water,11/6/2023 13:43:07,,-156.32606108353235,20.78853504488262,,,,,,,,9.032,,,,,,,,,,,,,,,2.5218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.5218
180,11-6-KDP-7,Tap Water,11/6/2023 14:40:26,,-156.32609803297194,20.762580439410925,,,,,,,,11.663,,,,,,,,,,,,,,,9.7776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,9.7776
181,11-7-KDP-1,Tap Water,11/7/2023 12:30:34,,-156.32273224470993,20.751952111334667,,,,,,,,1.9879,,,,,,,,,,,,,,,2.7639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.7639
182,11-7-KDP-3,Tap Water,11/7/2023 13:03:11,,-156.32613140151565,20.759823656748427,,,,,,,,13.487,,,,,,,,,,2.4612,,,,,2.9151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.9151
183,11-07-CKS-1,Tap Water,11/7/2023 13:09:54,,,,,,,,,,,3.4139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,0.0
184,11-07-CKS-4,Tap Water,11/7/2023 13:43:02,,-156.30531766706295,20.9028009573626,,,,,,,,3.1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,0.0
185,11-07-CKS-7,Tap Water,11/7/2023 15:27:41,,-156.27970299414795,20.92263195467945,,,,,,,,5.0595,,,,,,,,,,,,,,,1.2324,,,,,,,,,,,1.5234,,,,,,,,,,,1.6201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,4.375900000000001
186,11-6-KDP-9,Tap Water,11/7/2023 15:51:19,,-156.31512095317322,20.78349010849984,,,,,,,,7.4016,,,,,,,,,,1.8852,,,,,22.0372,,,,,,,,,,,2.8704,,,,,,,,,,,2.5014,,,,,,,,1.2311,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,28.640099999999997
187,11-8-KDP-1,Tap Water,11/8/2023,,-156.31040734521548,20.77910065744956,,,,,,,,3.6462,,,,,,,,,,,,,,,10.0321,,,,,,,,,,,3.4469,,,,,,,,,,,1.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,15.309999999999999
188,11-9-23-JI-04,Tap Water,11/9/2023 10:54:23,,-156.65634454390448,21.0017881470947,,,,,,,,8.6718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6189,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,1.6189
189,11-9-23-JI-03,Tap Water,11/9/2023 10:58:15,,-156.68703174071115,20.885542745546083,,,,,,,,14.6587,,,,,,,,,,,,,,,6.3552,,,,,,,,,,,6.1661,,,,,,,,,,,4.1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,16.64
190,11-9-23-JI-02,Tap Water,11/9/2023 11:15:46,,-156.68321198566457,20.90236199771661,,,,,,,,10.5911,,,,,,,,,,,,,,,8.3394,,,,,,,,,,,8.7864,,,,,,,,,,,12.2509,,,,,,,,12.5281,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,41.9048
191,11-9-KDP-1,Tap Water,11/10/2023 11:44:08,,-156.31800335988223,20.75175302453244,,,,,,,,12.1669,,,,,,,,,,,,,,,2.2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.2131
192,11-9-KDP-3,Tap Water,11/9/2023,,-156.31748762476096,20.754508512060088,,,,,,,,13.2429,,,,,,,,,,,,,,,1.8893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,1.8893
193,11-9-KDP-4,Tap Water,11/9/2023,,-156.3097595378688,20.775776867514814,,,,,,,,,,,,,,,,,,,,,,,1.9301,,,,,,,,,,,4.6227,,,,,,,,,,,10.1896,,,,,,,,10.0844,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,26.826800000000002
194,11-9-KDP-5,Tap Water,11/9/2023,,-156.3068545174662,20.775510460135475,,,,,,,,7.2337,,,,,,,,,,,,,,13.6146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,0.0
195,11-13-23-JI-14,Tap Water,11/13/2023 14:40:20,,-156.68298921099358,20.88190459226162,,,,,,,,15.7217,,,,,,,,,,,,,,,14.4605,,,,,,,,,,,5.0057,,,,,,,,,,,6.6987,,,,,,,,9.6161,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,35.781
196,11-13-23-JI-13,Tap Water,11/13/2023 14:40:20,,-156.68252245395703,20.88243836177149,,,,,,,,24.3209,,,,,,,,,,,,,,,13.9942,,,,,,,,,,,5.0529,,,,,,,,,,,7.3269,,,,,,,,9.3389,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,35.7129
197,11-13-23-JI-11,Tap Water,11/13/2023 14:43:43,,-156.68194375085477,20.880989891754123,,,,,,,,2.8162,,,,,,,,,,,,,,,15.8359,,,,,,,,,,,11.7395,,,,,,,,,,,10.9405,,,,,,,,1.4986,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,40.0145
198,11-13-23-JI-10,Tap Water,11/13/2023 14:48:12,,-156.68607770116304,20.884956323958534,,,,,,,,26.3369,,,,,,,,,,,,,,,15.8317,,,,,,,,,,,8.3858,,,,,,,,,,,3.8951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,28.1126
199,11-13-23-JI-09,Tap Water,11/13/2023 14:48:12,,-156.6833469070377,20.8825294433524,,,,,,,,49.548,,,,,,,,,,,,,,,17.1689,,,,,,,,,,,9.3445,,,,,,,,,,,5.0404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,31.553800000000003
200,11-13-23-JI-08,Tap Water,11/13/2023 14:50:53,,-156.68394646557624,20.881184647863886,,,,,,,,32.6738,,,,,,,,,,,,,,,14.4473,,,,,,,,,,,7.9376,,,,,,,,,,,3.6611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,26.046
201,11-13-23-JI-07,Tap Water,11/13/2023 14:50:53,,-156.68301848053454,20.88485904740518,,,,,,,,38.2767,,,,,,,,,,,,,,,17.9509,,,,,,,,,,,9.5965,,,,,,,,,,,4.9225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,32.4699
202,11-13-23-JI-06,Tap Water,11/13/2023 14:53:20,,-156.68294153232796,20.881424094340503,,,,,,,,19.4612,,,,,,,,,,,,,,,15.8293,,,,,,,,,,,8.9475,,,,,,,,,,,4.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,29.2758
203,11-13-23-JI-05,Tap Water,11/13/2023 14:53:20,,-156.68552912288587,20.88179674265045,,,,,,,,38.9349,,,,,,,,,,,,,,,17.374,,,,,,,,,,,10.0366,,,,,,,,,,,4.9554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,32.366
204,11-13-23-JI-04,Tap Water,11/13/2023 14:55:34,,-156.68599499688358,20.88122564552739,,,,,,,,22.6407,,,,,,,,,,,,,,,16.212,,,,,,,,,,,8.8388,,,,,,,,,,,4.4607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,29.5115
205,11-13-23-JI-03,Tap Water,11/13/2023 14:55:34,,-156.68457033412594,20.88125663984777,,,,,,,,19.2369,,,,,,,,,,,,,,,10.0519,,,,,,,,,,,4.583,,,,,,,,,,,1.9763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,16.6112
206,11-13-23-JI-02,Tap Water,11/13/2023 14:57:55,,-156.68727658234863,20.884535808980218,,,,,,,,13.4251,,,,,,,,,,,,,,,15.2334,,,,,,,,,,,8.3176,,,,,,,,,,,4.1597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,27.7107
207,11-13-23-JI-01,Tap Water,11/13/2023 14:57:55,,-156.6874546200061,20.88105434293577,,,,,,,,10.2664,,,,,,,,,,,,,,,15.6311,,,,,,,,,,,8.3939,,,,,,,,,,,4.2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,28.2435
208,11-15-KDP-1,Tap Water,11/15/2023 16:22:28,,-156.31700730516388,20.75434683758047,,,,,,,,8.5782,,,,,,,,,,,,,,,2.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.692
209,11-15-KDP-3,Tap Water,11/15/2023 16:25:06,,-156.32299628288163,20.74301063201787,,,,,,,,6.8455,,,,,,,,,,,,,,1.1177,1.4523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,1.4523
210,11-15-KDP-5,Tap Water,11/15/2023 16:54:51,,-156.31707530955865,20.738581951927504,,,,,,,,9.5617,,,,,,,,,,,,,,,1.2393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,1.2393
211,11-15-KDP-7,Tap Water,11/15/2023 17:15:59,,-156.31313051246153,20.74061863129598,,,,,,,,26.8271,,,,,,,,,,,,,,,8.7925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,8.7925
212,11-15-KDP-8,Tap Water,11/15/2023 18:19:56,,-156.30763775184525,20.74636901164404,,,,,,,,6.4334,,,,,,,,,,,,,,,2.2724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.2724
213,11-16-KDP-1,Tap Water,11/16/2023 13:36:11,,-156.317138135514,20.75073446448913,,,,,,,,4.2212,,1.3282,,,,,,,,,,,,3.4294,1.7626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,1.7626
214,11-16-KDP-3,Tap Water,11/16/2023 13:38:35,,-156.31405404613272,20.747450841091304,,,,,,,,24.5002,,,,,,1.4925,,,,,,,,,3.2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,3.2456
215,11-16-KDP-4,Tap Water,11/17/2023 6:54:24,,-156.31574294578442,20.747880736152347,,,,,,,,7.4412,,,,,,,,,,8.1376,,,,31.956,2.1532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.1532
216,11-16-KDP-5,Tap Water,11/17/2023 7:00:47,,-156.31735237803235,20.74964675711479,,,,,,,,44.0985,,,,,,,,,,,,,,,17.4029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,17.4029
217,11-16-KDP-6,Tap Water,11/17/2023 7:12:04,,-156.31715970292606,20.740310533357636,,,,,,,,6.6599,,,,,,,,,,,,,,,1.8918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,1.8918
218,11-17-23-JI-04,Tap Water,11/17/2023 10:04:32,,-156.6855128676957,20.884014314385624,,,,,,,,63.6334,,,,,,,,,,,,,,,17.0808,,,,,,,,,,,7.5778,,,,,,,,,,,4.0408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,28.6994
219,11-17-23-JI-03,Tap Water,11/17/2023 10:04:32,,-156.68408098234232,20.883448517100334,,,,,,,,121.9508,,,,,,,,,,,,,,,15.2015,,,,,,,,,,,10.1336,,,,,,,,,,,8.8761,,,,,,,,6.3945,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,40.6057
220,11-17-23-JI-01,Tap Water,11/17/2023 10:06:39,,-156.67912605400338,20.898325267413004,,,,,,,,146.8591,,,,,,,,,,,,,,,9.0108,,,,,,,,,,,10.0021,,,,,,,,,,,11.8508,,,,,,,,9.3464,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,40.2101
221,11-17-23-JI-06,Tap Water,11/17/2023 14:44:34,,-156.68199963311,20.90155394261861,,,,,,,,94.0295,,,,,,,,,,,,,,,9.795,,,,,,,,,,,10.5668,,,,,,,,,,,12.4982,,,,,,,,9.9314,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,42.7914
222,11-17-23-JI-05,Tap Water,11/17/2023 14:44:34,,-156.6814846425631,20.898976859790498,,,,,,,,87.3998,,,,,,,,,,,,,,,10.3589,,,,,,,,,,,11.9012,,,,,,,,,,,17.344,,,,,,,,18.2544,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,57.8585
223,11-18-23-JI-08,Tap Water,11/18/2023 11:46:01,,-156.68345801481888,20.881108552929028,,,,,,,,65.0565,,,,,,,,,,,,,,,10.1347,,,,,,,,,,,4.4659,,,,,,,,,,,2.6006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,17.2012
224,11-18-23-JI-15,Tap Water,11/18/2023 11:50:20,,-156.6789314702181,20.90252992471373,,,,,,,,79.2912,,,,,,,,,,,,,,,9.6291,,,,,,,,,,,8.9628,,,,,,,,,,,9.6658,,,,,,,,5.8502,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,34.1079
225,11-18-23-JI-12,Tap Water,11/18/2023 11:55:56,,-156.68171813389154,20.899447836466702,,,,,,,,69.3108,,,,,,,,,,,,,,,10.5367,,,,,,,,,,,9.1363,,,,,,,,,,,8.4203,,,,,,,,7.0818,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,35.1751
226,11-18-23-JI-01,Tap Water,11/18/2023 12:01:44,,-156.66638902065597,20.887035685616045,,,,,,,,9.3763,,,,,,,,,,,,,,,1.9829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,1.9829
227,11-18-23-JI-07,Tap Water,11/18/2023 12:01:44,,-156.66903849654574,20.88336487590321,,,,,,,,145.5361,,,,,,,,,,,,,,,43.1212,,,,,,,,,,,10.1152,,,,,,,,,,,3.0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,56.333600000000004
228,11-18-23-JI-03,Tap Water,11/18/2023 12:22:31,,-156.67906979884688,20.899120214122483,,,,,,,,63.9142,,,,,,,,,,,,,,,9.3562,,,,,,,,,,,8.7816,,,,,,,,,,,8.7508,,,,,,,,5.2447,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,32.1333
229,11-21-KDP-1,Tap Water,11/21/2023,,,,,,,,,,,83.6296,,,,,,,,,,,,,,,1.2905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,1.2905
230,11-21-KDP-2,Tap Water,11/21/2023,,-156.32305592454654,20.733098382894884,,,,,,,,8.2131,,,,,,,,,,,,,,,1.2389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,1.2389
231,11-21-KDP-4,Tap Water,11/21/2023,,-156.32857290037776,20.737829531420893,,,,,,,,48.5145,,,,,,,,,,,,,,,1.3178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,1.3178
232,11-22-KDP-1,Tap Water,11/22/2023,,-156.32641889828236,20.73899895798811,,,,,,,,66.0209,,,,,,,,,,,,,,,1.6202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,1.6202
233,11-22-KDP-2,Tap Water,11/22/2023,,-156.32839275433298,20.738068932323905,,,,,,,,26.891,,,,,,,,,,,,,,,1.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,1.386
234,11-22-KDP-4,Tap Water,11/22/2023,,-156.30432752353053,20.76108513169053,3.332,,,,,,,48.9594,,1.5851,,,,,,,,3.1595,,,,1.0136,2.9985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.9985
235,12-8-KDP-1,Tap Water,12/8/2023 15:27:52,,-156.32606622261085,20.74051157084245,,,,,,,,6.4859,,,,,,,,,,1.964,,,,,2.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.716
236,12-8-KDP-2,Tap Water,12/8/2023 16:09:24,,-156.32844968837748,20.786236879712877,,,,,,,,5.5471,,,,,,,,,,2.0961,,,,,2.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.193
237,12-4-KDP-1,Tap Water,12/8/2023 22:22:31,,-156.31010316015275,20.775549491571805,,,,,,,,4.9246,,,,,,,,,,,,,,,31.0698,,,,,,,,,,,5.1432,,,,,,,,,,,1.4889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,37.7019
238,12-6-KDP-1,Tap Water,12/8/2023 22:24:49,,-156.30781923610638,20.77524692350514,,,,,,,,1.9807,,,,,,,,,,,,,,,18.8322,,,,,,,,,,,2.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,21.4952
239,12-8-KDP-4,Tap Water,12/8/2023 22:32:40,,-156.32589781987463,20.786262441131303,,,,,,,,5.8998,,,,,,,,,,2.4563,,,,,2.5564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.5564
240,12-8-KDP-8,Tap Water,12/8/2023 22:39:22,,-156.3259791578217,20.79042958909061,,,,,,,,7.6464,,,,,,,,,,,,,,,3.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,3.0004
241,12-12-23-JI-02,Tap Water,12/12/2023 9:11:03,,-156.6865934185351,20.882429058805403,,,,,,,,106.3395,,,,,,,,,,,,,,,6.6138,,,,,,,,,,,5.2137,,,,,,,,,,,3.3696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,15.197100000000002
242,12-13-23-JI-02,Tap Water,12/13/2023 13:55:35,,-156.68464637699097,20.884503013724675,,,,,,,,68.3729,,,,,,,,,,,,,,,11.6138,,,,,,,,,,,8.1751,,,,,,,,,,,5.1171,,,,,,,,1.1941,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,26.100099999999998
243,12-13-23-JI-03,Tap Water,12/13/2023 13:57:42,,-156.67832183521767,20.884886966116035,,1.6691,,,,,,91.5264,,,,,,,,,,,,,,,14.5194,,,,,,,,,1.0689,,4.6318,,,,,,,,,,,3.5132,,,,,,,,9.6623,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,32.3267
244,12-14-23-JI-01,Tap Water,12/14/2023 11:04:58,,-156.68547943784895,20.951692751466584,,,,,,,,75.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6961,,,,,,,,16.1471,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,17.8432
245,12-14-23-JI-02,Tap Water,12/14/2023 11:07:02,,-156.6660924488119,20.884011497289315,,,,,,,,74.0075,,,,,,,,,,3.005,,,,,12.7838,,,,,,,,,,,3.5263,,,,,,,,,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,17.6801
246,12-28-23-JI-02,Tap Water,12/29/2023 15:06:58,,-156.68650375948323,20.879288877318764,,,,,,,,35.7211,,,,,,,,,,6.8379,,,,5.7213,46.6734,,,,,,,,,,,14.2597,,,,,,,,,,,5.1963,,,,,,,,1.3992,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,67.5286
247,12-28-23-JI-07,Tap Water,12/29/2023 15:18:22,,-156.68252453841032,20.898179154387744,,,,,,,,26.2868,,,,,,,,,,,,,,,31.4676,,,,,,,,,,,12.1955,,,,,,,,,,,5.423,,,,,,,,1.3856,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,50.4717
